CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks
8.4,0,3,2,90,4.7,1,1,82,87
7.7,1,2,0,80,4.1,1,1,73,62
7.0,1,2,0,89,4.6,1,0,83,82
8.2,0,1,0,73,4.1,1,0,61,63
8.4,1,3,2,90,4.8,1,1,81,88
8.1,1,3,2,90,4.5,1,1,77,81
7.6,1,3,2,90,4.3,1,1,55,86
7.6,2,3,2,84,4.6,1,1,72,85
8.1,0,2,3,78,4.1,1,1,81,78
7.5,1,2,0,86,4.7,1,1,72,87
8.0,1,1,0,77,3.9,1,1,72,68
7.3,1,2,2,73,4.7,1,1,75,72
8.3,2,3,2,88,4.8,1,1,87,88
6.5,2,2,2,85,4.4,1,1,84,83
8.4,2,3,2,90,4.8,1,1,79,84
8.2,2,1,2,90,4.8,1,1,79,68
7.7,1,2,0,81,4.8,0,0,55,66
8.2,1,3,2,90,4.7,1,1,76,86
8.6,1,3,1,87,4.6,1,1,77,74
7.7,0,2,1,68,4.0,1,1,57,83
8.4,2,3,2,88,4.5,1,1,90,79
6.8,1,1,2,84,4.5,1,1,69,88
8.1,1,2,1,76,3.7,0,1,69,82
8.1,2,1,0,83,4.1,0,0,63,66
7.5,1,2,1,84,4.4,0,0,66,73
7.6,2,3,3,77,4.1,0,1,76,57
7.6,1,1,0,73,4.2,0,1,55,69
8.4,1,2,0,82,4.5,1,1,76,85
7.4,1,3,1,71,4.1,0,1,87,64
8.2,2,3,0,80,4.3,1,1,84,82
7.6,1,1,0,74,4.1,0,0,55,59
7.9,2,3,2,90,4.7,1,1,80,88
8.0,2,3,2,90,4.7,1,1,77,70
8.1,0,3,2,73,4.2,1,1,88,87
7.5,1,2,1,76,4.3,0,1,66,67
8.3,1,3,2,89,4.8,1,1,81,85
8.0,2,3,2,90,4.8,1,1,77,86
6.8,1,3,0,80,3.9,1,0,60,70
7.7,0,2,0,70,3.6,0,1,57,66
7.6,1,1,0,73,4.3,0,1,68,64
7.7,1,2,0,82,4.1,0,1,74,74
8.6,2,2,1,78,4.8,1,0,80,82
8.4,1,3,1,79,4.1,0,1,83,87
7.7,1,1,0,74,4.3,1,1,82,64
8.3,2,3,1,90,4.2,1,1,82,83
8.0,2,2,2,87,4.8,1,1,78,73
8.0,1,2,1,82,4.8,1,1,79,80
8.3,1,2,1,78,4.7,0,1,74,64
7.2,1,1,1,63,3.9,0,0,61,67
8.1,1,3,2,88,4.8,1,1,81,85
7.4,1,1,0,64,4.7,1,1,55,72
8.6,2,3,2,90,4.8,1,1,65,82
6.9,1,1,1,74,4.3,0,1,57,57
8.0,2,2,2,90,4.8,1,1,84,87
7.5,2,3,2,90,4.8,1,1,84,88
7.7,0,1,0,71,3.5,0,0,56,65
8.3,2,3,2,90,4.8,1,1,90,86
7.9,1,2,0,82,4.7,1,1,79,80
7.6,0,3,2,78,4.8,0,1,78,79
7.5,1,2,0,81,4.4,1,1,69,82
8.3,2,2,1,88,4.6,1,1,80,81
8.6,1,1,3,81,4.7,0,1,72,86
8.2,2,3,2,90,4.8,1,0,76,88
8.1,1,3,2,82,4.7,1,1,78,66
8.2,0,2,3,90,4.8,1,1,81,88
7.6,1,2,0,78,3.8,0,0,71,64
7.8,1,1,0,82,4.6,1,1,55,77
8.1,0,2,3,72,3.2,1,1,73,83
8.1,0,1,2,81,4.1,1,1,74,66
6.5,2,3,1,84,4.7,1,1,85,83
8.0,2,3,2,90,4.5,1,1,85,82
7.0,1,1,1,73,4.3,1,1,62,57
8.8,2,3,2,90,4.8,1,1,79,84
8.1,2,3,2,86,4.5,1,1,84,81
7.6,1,2,1,77,4.6,0,1,72,69
7.4,1,1,0,74,3.9,0,1,55,69
8.7,2,3,0,90,4.8,1,0,76,78
6.6,1,1,0,90,3.9,0,1,55,66
6.6,1,1,0,80,4.2,0,1,74,72
7.0,1,1,1,74,4.4,0,1,64,61
7.8,1,3,1,85,4.5,1,1,87,83
7.6,1,2,1,90,3.8,1,1,72,65
7.7,1,2,0,76,4.6,1,1,56,66
6.5,1,1,1,72,4.4,0,0,58,67
7.8,0,2,2,74,4.6,1,1,58,60
8.2,0,3,2,90,4.4,1,1,67,88
7.3,0,1,0,85,4.4,0,0,57,68
6.6,2,1,0,60,4.1,1,0,61,66
8.0,1,2,1,76,4.5,0,1,68,75
6.7,1,2,2,83,4.8,1,0,65,80
6.7,2,1,1,75,4.6,0,0,61,67
7.0,1,1,2,75,4.4,1,0,59,68
7.6,2,1,1,66,3.4,0,0,56,74
7.7,1,1,0,72,4.5,0,1,72,63
6.9,1,1,1,65,3.0,0,0,61,63
7.6,1,3,0,90,4.8,1,1,75,85
6.5,1,1,0,74,3.9,0,0,70,67
7.5,1,2,0,78,4.4,1,1,67,62
6.5,1,1,0,74,4.6,0,0,58,67
7.5,0,2,0,76,4.2,1,1,55,73
7.7,1,1,0,78,4.3,1,1,62,69
7.6,0,2,1,85,4.6,0,1,72,64
6.6,0,1,1,63,3.8,0,0,61,68
7.9,1,3,1,80,4.2,1,1,56,82
7.7,1,1,1,74,3.7,0,1,57,74
7.7,1,1,1,73,4.4,1,1,82,81
6.6,1,1,0,71,4.5,1,0,90,64
8.4,2,2,2,71,3.8,1,1,62,80
7.7,0,1,0,78,4.3,1,0,55,68
8.4,2,3,0,90,4.8,1,1,70,88
8.2,1,3,2,90,4.8,1,1,72,85
7.5,0,1,0,79,3.6,0,1,77,72
8.3,2,3,2,85,4.7,1,1,76,87
7.6,2,1,1,89,3.9,0,1,55,67
7.4,1,2,1,68,3.6,0,0,55,64
8.5,2,3,2,90,4.8,1,1,76,82
7.7,0,1,0,74,3.7,0,0,65,68
8.5,1,1,2,75,4.8,0,1,75,62
6.6,1,2,1,74,4.1,0,1,83,88
6.5,1,1,0,80,4.4,0,1,59,69
7.5,1,3,3,68,4.1,1,1,67,71
8.1,1,3,1,89,4.4,1,1,76,88
7.8,1,2,0,72,4.5,0,1,55,69
8.3,2,3,2,90,4.8,1,1,82,88
7.5,0,1,0,66,4.2,0,0,58,65
7.8,1,3,0,82,3.7,1,0,75,63
8.8,1,3,2,90,4.6,1,1,83,83
7.7,1,1,0,64,3.8,0,0,60,68
9.0,1,3,2,90,4.8,1,0,80,88
7.6,1,1,1,88,4.5,1,1,83,86
7.8,2,2,0,73,4.2,0,1,55,69
6.8,1,1,1,77,4.2,0,0,65,66
6.7,2,1,0,78,4.4,0,1,56,62
7.4,1,1,0,67,4.4,0,1,60,61
8.7,2,3,2,86,4.8,1,1,81,84
7.4,0,1,0,76,4.3,0,1,65,68
7.5,1,2,1,64,4.2,0,1,70,64
8.2,2,3,2,88,4.8,1,1,65,83
7.6,0,3,0,90,4.7,0,1,73,77
7.7,1,3,0,74,4.3,1,1,75,86
6.7,2,2,1,76,3.9,1,1,55,84
8.4,0,3,2,77,4.6,1,0,63,79
6.7,1,2,0,82,4.7,1,1,71,87
7.4,1,1,1,80,4.2,1,1,75,65
8.5,1,2,1,80,4.0,1,1,75,67
7.1,2,2,1,84,3.9,0,0,59,68
6.5,1,1,0,86,4.2,1,1,65,65
6.5,2,3,1,76,4.3,1,0,76,77
8.4,1,2,2,79,4.8,1,1,61,81
7.5,1,1,1,73,4.1,1,0,59,79
7.7,1,2,1,68,4.5,0,1,56,63
8.2,2,3,2,90,4.6,1,1,76,87
6.5,1,1,0,67,4.2,0,0,57,61
8.3,2,3,2,90,4.8,1,1,84,86
8.1,1,2,0,72,4.5,1,1,73,70
8.7,2,1,3,73,4.6,1,1,79,79
8.2,0,3,2,90,4.2,1,0,80,84
8.3,2,3,2,84,4.3,1,1,81,81
8.7,2,1,2,85,4.8,1,1,84,68
8.0,2,3,1,73,4.4,1,1,81,68
8.5,2,3,2,90,4.8,1,1,83,82
7.6,1,1,0,68,3.6,0,0,56,65
7.6,0,2,0,74,4.0,1,1,62,63
7.6,1,2,0,60,4.1,0,1,57,65
8.5,1,3,1,84,4.8,1,1,73,84
8.0,1,1,0,70,4.3,0,0,62,64
8.3,2,3,3,90,4.5,1,1,70,88
8.4,2,1,2,90,4.5,1,1,81,83
8.5,2,3,2,88,4.7,1,1,71,84
8.3,1,2,0,82,4.6,1,1,85,86
7.5,1,1,0,72,4.4,1,1,55,61
7.6,1,1,1,76,3.8,0,1,68,83
7.6,1,1,0,80,3.9,0,0,56,67
8.1,1,1,0,69,3.8,0,0,56,62
8.4,1,2,2,89,4.8,1,1,64,79
7.8,1,2,0,90,4.8,1,1,84,84
8.1,0,2,0,73,4.5,0,1,55,67
7.1,1,2,0,80,3.5,0,0,55,66
7.5,0,3,2,90,4.8,1,0,81,66
7.4,2,3,2,84,4.8,1,1,82,80
8.3,2,2,0,90,4.6,1,1,81,81
6.5,1,1,0,77,4.3,0,0,66,60
8.2,1,3,1,82,4.8,0,1,70,86
7.9,1,3,1,81,4.5,0,1,75,73
8.4,2,3,2,83,4.6,1,1,81,87
8.4,1,1,1,69,4.1,1,1,63,60
8.4,0,3,2,90,4.8,1,0,80,82
7.9,1,1,0,78,3.9,1,1,82,62
8.4,1,3,2,80,4.5,1,1,71,64
6.5,1,2,1,70,3.8,0,0,61,70
8.3,2,3,2,87,4.7,1,1,84,80
6.5,1,1,1,73,3.9,0,0,67,70
7.8,1,1,0,77,3.8,0,0,55,57
7.5,0,2,2,73,4.8,1,1,64,83
8.2,2,3,2,81,4.5,1,1,74,88
8.7,2,1,3,82,4.5,1,1,76,73
7.8,2,3,2,90,4.8,1,0,81,87
7.7,0,1,0,65,3.9,0,0,74,69
8.0,2,3,2,89,4.1,1,1,75,85
8.5,1,3,2,90,4.8,1,1,75,86
7.7,1,2,0,74,3.9,0,1,55,71
6.5,0,2,1,79,4.3,0,0,57,71
8.3,1,2,0,70,4.8,1,1,83,82
8.2,1,3,0,87,3.7,1,1,74,88
7.4,2,1,2,70,4.3,0,1,76,67
7.9,2,2,2,90,4.8,1,0,83,82
8.0,1,1,2,82,4.8,0,0,69,68
7.4,1,1,2,68,4.3,0,1,61,60
8.5,1,3,0,86,4.8,1,1,70,86
7.6,1,2,1,78,4.3,0,1,60,71
8.2,2,3,2,90,4.8,1,1,71,80
7.4,0,3,1,90,3.8,0,1,82,68
7.7,0,3,0,84,4.3,1,1,81,67
6.5,0,1,0,67,4.3,1,0,81,63
8.3,0,3,0,87,4.5,1,1,83,70
8.2,1,3,2,70,4.6,1,1,70,88
7.3,1,2,2,82,4.8,1,0,79,80
8.4,2,2,3,90,4.6,1,1,77,83
6.8,2,2,2,80,4.5,1,1,72,82
7.4,2,2,1,82,4.6,1,1,73,88
8.1,2,3,2,85,4.5,1,1,76,88
7.5,1,1,2,68,3.7,1,1,57,70
8.0,1,2,0,79,4.4,0,0,84,77
8.2,2,3,2,90,4.6,1,1,77,88
8.0,2,2,2,83,3.3,1,1,65,69
8.5,1,2,2,90,4.8,1,1,80,83
7.8,1,2,0,90,4.0,1,1,81,79
8.3,2,3,2,90,4.7,1,0,83,80
6.5,2,1,1,82,4.8,0,1,75,71
7.7,1,1,0,72,4.4,0,0,72,69
8.2,1,2,2,71,4.4,1,1,73,87
7.5,0,1,1,71,3.4,0,0,66,74
7.5,1,2,1,67,3.3,0,1,55,67
8.0,0,2,2,75,3.8,1,0,76,82
7.2,1,2,2,66,4.1,1,1,78,75
7.4,1,1,1,75,3.7,0,0,61,68
8.0,2,1,0,90,4.7,1,1,83,85
8.7,1,3,2,88,4.8,1,1,83,86
8.0,1,2,1,80,4.3,0,1,71,61
7.6,1,1,0,60,4.2,0,0,62,67
8.5,2,3,2,85,4.8,1,1,73,83
8.4,2,3,2,88,4.8,1,1,84,87
7.4,1,1,0,65,3.7,0,1,81,82
7.0,1,1,1,70,3.3,0,1,55,68
6.5,0,1,0,82,4.4,0,0,65,69
8.3,2,2,0,89,4.8,1,1,79,82
7.6,0,3,0,80,4.4,1,1,83,74
7.3,1,1,1,70,4.5,0,1,68,73
8.2,1,3,2,86,4.7,1,1,63,88
7.2,1,1,0,71,4.3,0,0,62,72
8.0,0,1,0,82,4.3,0,1,72,65
7.7,1,2,1,69,4.2,0,0,59,59
7.9,0,2,0,69,4.0,0,1,57,73
7.9,1,3,0,79,3.7,0,1,67,83
7.3,1,2,1,83,3.2,0,1,68,71
7.9,2,3,2,85,4.8,1,1,75,81
8.4,1,2,2,77,4.1,0,0,65,72
8.3,1,1,2,90,4.5,1,1,79,81
7.5,2,3,0,85,4.3,0,0,55,69
7.9,2,3,2,90,4.8,1,1,77,83
7.5,1,3,2,90,4.8,1,1,67,88
8.8,0,2,1,73,4.8,1,0,81,83
6.5,1,1,0,70,4.2,0,0,60,67
6.5,1,1,0,65,3.7,0,0,55,62
8.2,2,3,2,87,4.6,1,1,81,86
8.0,0,2,0,85,3.8,1,1,75,69
6.6,1,1,1,64,4.1,1,0,55,69
7.6,0,3,2,87,4.8,0,1,79,62
7.4,0,1,1,61,3.8,0,0,62,64
7.5,1,3,0,84,4.1,1,1,82,82
7.4,1,1,1,81,4.2,0,0,82,61
7.9,2,3,3,81,4.4,1,0,90,81
7.6,1,2,0,79,4.3,1,1,79,69
7.4,1,1,0,70,4.0,0,1,55,67
8.4,1,1,0,72,3.5,0,0,57,64
7.4,1,2,0,70,4.3,0,1,55,71
8.2,1,1,1,71,3.5,0,0,56,65
7.5,1,1,0,76,4.3,0,1,73,79
8.1,1,2,1,73,4.2,0,1,83,87
6.6,0,1,2,81,4.0,0,1,64,71
7.7,1,1,1,71,4.4,1,1,66,73
8.1,2,3,2,90,4.8,1,1,70,81
8.6,2,3,1,90,4.8,1,1,63,84
7.8,0,3,0,83,4.4,1,1,77,83
7.7,1,1,0,78,3.9,0,1,69,72
8.2,1,2,2,88,4.4,1,1,81,85
6.8,1,2,0,75,4.5,1,1,76,80
6.5,2,3,2,80,4.8,1,1,78,82
8.2,1,3,1,80,4.8,1,1,72,82
8.3,1,3,0,82,4.6,1,1,73,88
8.2,2,3,2,90,4.8,1,1,73,78
8.7,1,1,2,82,4.2,1,1,74,87
7.7,2,1,0,65,3.5,1,0,64,62
7.0,0,2,1,64,4.1,1,1,77,65
8.2,1,1,0,71,4.4,1,1,77,68
8.2,0,2,2,86,4.5,1,0,78,65
7.7,1,3,2,90,4.8,1,1,77,81
7.6,1,2,1,86,4.8,1,1,72,81
8.6,1,2,0,87,4.8,1,1,74,76
8.4,2,3,1,89,4.8,1,1,81,67
7.5,1,2,0,72,4.2,1,0,63,69
7.5,1,1,1,88,4.8,0,1,56,66
7.8,2,3,2,90,4.8,1,1,84,87
8.6,1,3,2,79,4.5,1,1,68,82
7.6,1,3,1,70,4.5,1,1,57,68
7.4,1,1,0,60,4.3,1,1,61,75
8.3,0,1,0,90,4.1,0,0,63,66
7.3,1,2,1,61,4.7,1,1,68,72
8.4,0,3,2,88,3.7,1,1,76,85
8.2,1,2,3,83,4.2,1,1,78,80
7.9,0,2,0,82,4.2,1,1,75,60
8.3,2,3,2,90,4.8,1,1,80,81
7.3,0,2,0,79,3.8,0,1,83,81
7.5,1,3,0,86,4.4,1,1,73,83
7.8,0,3,1,76,3.8,0,1,55,69
7.2,1,3,2,81,4.8,0,1,83,84
7.2,1,1,0,70,3.7,0,0,55,58
7.8,1,3,1,90,4.4,1,1,85,82
6.5,0,1,0,76,4.6,1,1,79,67
6.6,1,1,0,73,4.5,1,0,72,66
6.5,1,1,1,68,3.7,0,0,55,64
7.4,2,3,0,81,4.6,0,0,80,69
7.4,1,2,3,71,4.8,1,1,85,71
8.5,2,3,2,89,4.8,1,1,78,82
8.2,2,3,2,90,4.5,1,1,90,67
8.5,0,3,0,81,4.1,0,0,73,75
8.3,0,2,2,82,4.4,0,1,81,67
8.3,1,1,1,68,4.3,1,1,79,66
7.1,1,3,2,88,4.0,1,1,78,65
7.8,1,3,1,88,4.0,0,1,72,83
7.8,0,3,2,77,4.2,1,1,83,76
8.2,1,1,0,77,3.8,0,0,57,67
8.7,2,3,2,89,4.5,1,1,63,87
8.3,2,3,2,89,4.7,1,1,84,82
8.2,2,3,2,76,4.8,1,0,71,83
6.9,1,1,0,71,3.8,0,1,55,70
8.0,0,3,2,87,4.7,1,1,78,70
7.7,1,1,1,76,4.6,1,1,59,82
7.6,1,1,2,69,3.9,0,1,63,69
6.5,1,2,0,74,4.0,0,1,80,64
8.2,2,3,2,81,4.8,1,1,84,64
6.8,0,2,2,84,4.5,0,0,67,70
6.5,1,1,0,78,4.0,0,0,55,71
7.7,1,3,2,70,3.8,1,1,76,80
7.6,2,3,0,78,4.8,1,1,74,87
7.4,0,2,1,76,4.0,0,1,69,73
6.8,2,1,2,83,4.7,1,0,79,61
8.4,2,3,2,86,4.4,1,1,72,61
7.4,0,1,0,82,4.1,0,1,58,69
8.5,2,2,2,87,4.8,1,1,88,86
8.2,1,3,0,82,4.7,1,1,76,84
7.8,1,2,1,76,4.4,0,1,58,66
8.3,1,3,2,90,4.7,1,1,80,85
8.6,2,3,2,90,4.8,1,0,74,81
8.5,2,3,2,90,4.8,1,1,82,87
6.7,1,1,1,66,3.5,1,0,86,69
7.8,0,1,0,71,3.7,0,0,55,62
7.5,1,1,0,77,3.9,0,1,55,69
6.9,1,3,2,90,4.8,1,1,76,85
8.3,1,1,2,74,4.1,1,1,55,66
8.6,2,3,2,87,4.8,1,1,81,88
7.3,1,1,2,82,4.2,1,1,72,74
7.4,1,3,2,83,4.5,1,0,84,79
7.6,0,2,2,76,4.2,1,1,78,84
8.4,2,3,2,90,4.5,1,1,75,80
7.5,0,2,1,76,4.2,0,1,61,67
6.5,1,2,1,71,4.3,0,1,55,70
8.5,1,2,2,81,3.8,1,1,78,85
6.7,1,1,1,60,4.1,0,1,55,70
6.5,1,2,0,68,4.2,1,1,70,64
8.4,2,3,2,90,4.1,1,1,78,83
8.2,1,3,2,82,4.5,1,1,83,81
7.4,1,1,1,81,3.5,0,1,55,64
8.2,1,3,2,90,4.6,1,1,86,86
7.2,1,3,2,87,4.8,1,1,81,88
6.7,1,2,2,78,4.4,1,1,72,64
7.5,1,3,1,89,4.2,0,1,72,71
7.8,1,3,2,81,4.2,1,1,70,65
7.7,2,3,0,81,4.7,1,1,66,80
8.8,2,2,2,77,3.9,1,0,87,81
6.9,0,1,0,77,3.7,0,1,55,66
7.8,0,2,2,85,4.7,1,1,85,87
6.5,1,2,0,69,3.4,0,1,55,67
7.7,1,1,0,90,4.8,0,1,79,80
8.5,2,2,2,90,4.8,1,1,78,77
7.7,1,1,1,69,4.5,0,1,55,60
6.9,1,1,0,74,4.5,0,1,57,63
7.5,1,2,0,78,3.7,0,0,70,67
8.4,0,2,0,86,4.6,1,1,77,80
7.8,1,1,0,74,3.8,0,0,61,68
7.6,1,2,0,70,4.2,0,0,56,74
6.9,1,1,0,76,4.3,0,1,60,64
8.4,1,3,0,70,4.8,1,1,79,81
7.9,0,1,1,61,4.4,0,0,55,64
8.1,0,1,0,71,4.0,1,1,60,69
8.4,2,1,2,81,4.7,1,1,77,82
7.6,1,2,0,82,4.3,0,1,64,71
7.5,1,3,0,82,4.7,1,1,72,88
8.3,1,3,0,90,4.4,1,1,83,81
8.5,1,2,1,73,4.2,1,1,76,88
7.5,1,1,1,60,3.0,0,0,60,69
8.3,0,1,0,81,4.4,1,0,76,80
8.8,1,3,2,89,4.4,1,1,77,76
7.8,0,2,0,82,4.3,1,1,74,67
6.5,0,1,0,67,3.7,0,0,64,66
8.2,2,3,2,85,4.4,1,1,82,85
7.7,2,3,2,90,4.8,1,1,87,88
6.6,1,2,1,68,4.7,0,0,56,66
6.5,1,1,0,82,3.9,0,1,55,60
8.2,0,1,1,80,4.8,1,1,55,85
8.2,2,3,2,80,4.0,1,1,78,83
7.2,1,3,2,81,4.8,1,1,62,65
7.7,1,2,0,82,4.2,1,1,84,70
7.6,0,1,0,83,3.7,0,0,76,69
7.8,1,3,2,82,4.2,0,1,85,69
7.1,0,3,0,80,4.4,1,0,80,83
7.5,0,2,1,77,3.8,1,1,75,73
7.7,1,1,1,75,3.5,0,0,71,66
8.2,0,3,2,87,4.8,1,0,75,88
8.4,1,3,0,86,4.7,1,1,80,70
7.4,0,2,2,82,4.8,1,1,88,66
8.0,2,3,3,90,4.6,1,1,84,81
8.2,2,3,2,83,4.5,1,1,84,88
7.9,1,1,0,76,4.2,1,1,70,60
7.5,0,1,0,80,4.5,0,0,58,67
7.9,2,3,2,87,4.5,0,1,74,67
7.3,2,3,2,90,4.6,1,1,80,87
7.8,0,3,2,90,4.8,1,1,64,88
7.7,1,1,2,76,4.6,0,1,76,66
7.2,1,2,1,80,4.1,0,1,58,68
7.5,0,3,2,90,4.3,0,1,89,86
7.7,1,1,0,69,4.4,0,0,59,66
8.3,2,3,2,88,4.4,1,1,81,86
7.7,2,3,2,78,4.8,1,0,82,69
8.5,1,3,2,89,4.3,1,1,77,70
8.3,2,3,2,90,4.8,1,1,77,83
8.1,1,3,2,84,4.8,1,1,82,84
6.6,1,2,1,69,3.6,0,1,55,70
8.3,0,2,2,72,4.0,1,1,74,79
8.3,0,3,1,88,4.2,1,1,69,86
7.4,2,3,2,75,4.2,0,1,80,66
7.9,1,1,1,76,3.8,1,1,80,67
8.5,1,2,2,86,4.6,1,1,73,75
8.1,2,3,1,90,4.7,1,0,74,84
7.8,2,3,2,90,4.8,1,1,84,86
7.8,1,2,0,78,4.8,1,1,75,65
6.5,1,2,1,77,4.2,0,0,62,71
7.5,1,3,0,83,4.2,1,1,75,80
7.9,0,3,0,90,4.4,1,0,75,86
8.3,2,3,0,85,4.8,1,1,75,83
7.5,0,3,0,81,4.5,1,1,87,85
7.5,1,1,0,64,3.5,0,0,74,67
7.2,1,1,0,76,4.0,0,1,65,68
7.7,1,2,0,78,3.6,1,1,55,71
7.6,1,2,1,65,4.2,0,1,62,62
8.4,2,3,2,89,4.5,1,1,75,87
6.8,1,1,1,69,3.7,0,0,63,65
7.7,2,3,2,90,4.8,1,1,70,86
7.7,0,1,0,69,4.1,0,0,63,65
6.6,1,2,0,70,4.0,0,0,55,62
6.5,1,1,1,73,3.4,0,0,55,65
7.5,1,3,1,74,4.7,1,1,78,68
6.5,1,2,0,83,4.6,1,1,73,65
8.2,2,3,0,76,4.2,1,1,72,67
7.0,1,1,0,69,4.1,0,0,65,57
6.6,0,2,0,79,4.2,1,0,62,79
8.0,2,3,2,90,4.8,1,1,79,78
8.2,1,3,1,88,4.8,1,1,71,82
7.5,1,2,0,73,4.7,1,1,55,70
7.3,1,1,1,67,4.4,0,1,57,58
6.6,1,1,1,60,3.3,0,0,56,66
8.0,2,3,2,85,4.8,1,0,77,82
8.3,2,3,0,77,4.1,1,1,84,64
7.9,0,1,0,69,3.8,0,1,66,61
8.2,2,3,2,90,4.8,1,1,76,78
7.7,1,2,0,70,3.6,0,1,55,62
6.8,0,2,1,89,3.9,0,1,63,61
6.8,1,1,1,78,3.8,0,0,58,68
7.4,1,2,1,83,3.9,0,1,58,64
8.5,2,3,2,90,4.8,1,1,79,82
6.6,2,1,2,90,4.8,1,0,84,67
7.9,1,1,1,79,4.0,1,1,81,64
8.2,2,3,2,90,4.8,1,1,85,83
7.3,0,1,1,72,3.6,0,1,59,67
7.2,1,1,2,74,4.7,0,0,55,78
8.2,2,1,2,90,4.6,1,1,74,79
8.6,1,1,2,77,4.6,1,1,87,86
7.4,1,1,0,74,4.1,0,1,56,62
7.7,1,2,0,78,3.8,0,1,66,66
6.5,1,1,1,60,4.0,0,0,70,71
6.9,1,1,0,70,4.6,1,1,65,82
8.3,1,1,2,83,4.0,1,1,76,67
7.9,1,1,1,75,4.5,1,1,71,67
8.4,1,3,2,86,4.7,1,1,80,84
8.3,1,1,2,79,3.7,1,1,82,76
7.5,0,2,0,63,4.5,1,1,56,62
7.6,1,2,1,87,4.2,0,1,75,68
8.2,2,3,2,90,4.7,1,1,80,86
7.5,0,1,1,83,4.4,0,1,59,66
8.5,2,3,2,90,4.7,1,1,73,85
8.5,2,3,2,90,4.7,1,1,85,82
7.6,0,1,1,73,3.3,0,0,56,62
8.4,1,3,2,90,4.8,1,1,69,82
6.6,0,1,1,81,3.5,0,1,55,70
8.3,2,3,2,90,4.8,1,1,82,85
8.4,2,3,1,86,4.7,1,1,90,80
8.6,0,3,2,88,4.8,1,1,85,83
7.5,1,2,1,74,4.0,0,1,64,82
7.5,0,1,0,68,3.4,0,0,61,59
7.8,1,2,0,83,4.8,1,1,78,80
6.5,1,1,0,79,4.4,0,1,55,69
6.5,2,1,1,83,3.6,1,1,76,67
6.6,1,1,0,77,3.8,0,1,59,71
6.5,1,1,0,86,3.9,0,1,55,65
7.3,1,1,1,69,4.2,0,0,55,65
7.3,1,1,1,75,3.7,0,1,55,74
8.4,2,3,2,89,4.6,1,1,74,86
6.7,0,1,1,69,4.4,0,0,76,68
8.0,2,3,2,90,4.8,1,1,75,88
7.5,1,1,1,63,3.5,0,0,55,64
7.8,1,2,1,89,4.8,1,1,70,73
7.8,1,1,0,71,4.0,0,1,55,65
8.4,0,1,0,85,3.7,1,1,57,71
7.6,1,1,0,74,4.3,0,0,58,71
8.6,0,1,0,82,4.6,0,0,71,65
6.7,1,3,1,76,4.4,1,1,84,83
7.9,1,1,0,74,4.5,1,1,56,70
8.7,1,1,0,83,4.3,0,0,66,70
8.0,2,3,0,82,4.8,0,1,80,84
6.7,1,2,2,82,3.2,0,0,66,58
8.6,0,2,1,79,3.8,1,1,69,86
6.9,0,1,0,69,3.4,0,0,55,66
7.6,1,1,0,60,4.0,0,0,56,64
8.5,2,3,2,90,4.8,1,1,81,82
8.3,2,3,2,87,4.3,1,1,67,84
8.6,2,3,2,90,4.8,1,1,89,86
8.4,0,3,2,83,4.0,1,0,62,64
7.4,2,1,0,77,4.3,0,0,66,74
8.2,2,2,0,74,4.1,0,0,60,74
6.7,0,3,2,90,4.8,0,0,55,63
6.5,1,1,0,75,4.1,0,0,55,71
8.4,2,3,2,90,4.6,1,1,74,80
6.5,2,1,0,85,4.8,0,1,72,68
7.8,2,3,2,90,4.8,1,1,88,80
7.5,0,1,0,67,4.5,0,0,87,70
6.5,1,3,2,85,3.7,1,1,79,86
7.9,0,3,1,77,4.7,1,0,81,63
7.2,1,2,0,75,4.2,1,1,73,70
8.5,2,3,2,88,4.3,0,1,67,88
8.2,1,2,1,77,4.5,1,1,71,80
7.6,0,1,1,80,3.9,0,0,55,66
7.6,0,1,0,65,4.1,0,0,55,68
6.7,1,1,0,81,4.6,1,1,57,70
6.5,1,2,0,77,4.0,0,0,65,74
7.9,2,3,2,90,4.7,1,1,88,65
6.5,1,1,2,71,3.7,1,0,75,66
6.5,1,3,1,70,4.1,0,0,59,62
8.3,0,2,0,70,4.1,0,1,55,72
7.7,1,2,0,80,4.6,0,1,57,68
6.5,1,1,0,74,4.2,0,0,59,65
7.1,0,3,2,90,4.8,1,1,74,87
7.9,0,2,0,87,4.4,1,1,74,70
7.9,1,3,2,82,4.4,1,1,80,88
8.2,1,3,3,88,4.8,0,1,82,69
7.6,2,2,2,74,3.8,1,1,75,84
6.5,1,1,0,75,3.6,0,0,63,68
7.7,1,3,0,81,4.8,1,1,79,85
8.3,2,3,2,90,4.8,1,1,81,87
8.5,2,3,2,85,4.8,1,1,87,83
7.5,1,1,1,75,4.0,0,0,55,74
7.4,0,2,0,65,4.4,0,1,58,68
6.7,1,2,1,89,4.4,0,1,65,58
7.9,0,1,0,64,4.1,1,1,63,67
7.7,1,1,0,78,3.2,0,0,55,59
7.3,1,1,0,73,4.0,0,1,66,66
8.2,1,2,0,68,4.2,0,0,57,64
7.4,1,2,1,83,4.1,0,1,90,88
7.6,1,2,0,87,4.2,1,1,56,72
7.3,2,3,2,90,4.0,1,0,85,87
8.4,2,3,2,90,4.8,1,1,69,63
